Order ID,Order Date,Customer ID,Product Category,Sales,Profit,Quantity,Region,State,Ship Date
ORD-102268,2024-08-19,CUST-1301,Furniture,1128.14,5.09,3,West,Washington,2024-08-23
ORD-102269,2024-12-19,CUST-1024,Technology,756.28,98.0,9,West,California,2024-12-23
ORD-102270,2024-11-12,CUST-2661,Technology,1070.43,39.08,6,South,North Carolina,2024-11-15
ORD-102271,2023-09-07,CUST-1972,Furniture,1606.43,-24.26,8,East,Florida,2023-09-14
ORD-102272,2023-08-08,CUST-2108,Technology,787.96,145.8,3,West,Oregon,2023-08-09
ORD-102273,2024-11-14,CUST-1978,Office Supplies,307.9,74.58,2,East,Virginia,2024-11-16
ORD-102274,2024-08-02,CUST-2281,Furniture,1261.34,108.57,4,Central,Texas,2024-08-04
ORD-102275,2023-09-26,CUST-1656,Furniture,1509.69,-121.82,1,West,California,2023-09-30
ORD-102276,2023-07-17,CUST-2241,Technology,1862.94,141.3,3,South,Tennessee,2023-07-23
ORD-102277,2024-05-05,CUST-2547,Office Supplies,1779.71,339.42,3,East,Virginia,2024-05-10
ORD-102278,2023-09-05,CUST-1886,Office Supplies,589.5,146.13,1,East,Virginia,2023-09-10
ORD-102279,2024-03-03,CUST-1298,Office Supplies,187.99,56.63,1,East,Virginia,2024-03-04
ORD-102280,2024-01-14,CUST-2878,Furniture,576.05,110.93,5,East,New York,2024-01-17
ORD-102281,2024-07-02,CUST-1962,Office Supplies,1840.27,524.33,8,Central,Minnesota,2024-07-07
ORD-102282,2024-01-31,CUST-2397,Office Supplies,1187.33,180.57,10,South,Tennessee,2024-02-07
ORD-102283,2024-11-07,CUST-2416,Furniture,291.79,15.08,6,South,North Carolina,2024-11-14
ORD-102284,2024-06-29,CUST-1549,Furniture,1270.1,16.79,5,South,North Carolina,2024-07-04
ORD-102285,2024-08-31,CUST-2857,Technology,639.84,196.82,10,Central,Texas,2024-09-05
ORD-102286,2023-07-15,CUST-2384,Furniture,399.86,20.29,5,Central,Illinois,2023-07-18
ORD-102287,2023-09-28,CUST-2255,Technology,1345.98,-20.51,5,East,New York,2023-10-03
ORD-102288,2023-07-14,CUST-1657,Technology,735.74,106.13,8,South,Georgia,2023-07-20
ORD-102289,2024-08-18,CUST-1596,Office Supplies,252.08,56.78,4,West,Oregon,2024-08-23
ORD-102290,2023-07-30,CUST-2326,Furniture,1664.17,-29.31,6,South,Georgia,2023-08-04
ORD-102291,2023-09-09,CUST-1940,Office Supplies,1439.74,460.17,6,East,Florida,2023-09-13
ORD-102292,2023-05-30,CUST-1771,Office Supplies,162.66,-7.16,7,South,North Carolina,2023-06-02
ORD-102293,2023-01-04,CUST-2013,Furniture,1627.74,23.87,9,Central,Texas,2023-01-05
ORD-102294,2024-08-20,CUST-1544,Technology,1032.01,92.08,7,Central,Illinois,2024-08-27
ORD-102295,2024-10-05,CUST-1641,Technology,234.0,22.63,3,South,North Carolina,2024-10-09
ORD-102296,2023-07-05,CUST-1084,Technology,1525.05,529.78,5,Central,Minnesota,2023-07-06
ORD-102297,2023-04-21,CUST-2895,Office Supplies,551.46,139.38,7,East,Virginia,2023-04-26
ORD-102298,2023-07-29,CUST-1691,Office Supplies,1141.8,-109.12,5,South,Georgia,2023-07-30
ORD-102299,2023-10-19,CUST-2168,Furniture,476.37,84.91,9,Central,Texas,2023-10-23
ORD-102300,2023-12-29,CUST-1648,Technology,320.37,47.79,3,Central,Texas,2024-01-05
ORD-102301,2024-01-28,CUST-1186,Office Supplies,1240.27,408.69,10,East,Virginia,2024-01-30
ORD-102302,2023-10-04,CUST-1832,Technology,266.64,2.88,4,East,Florida,2023-10-11
ORD-102303,2024-04-15,CUST-1572,Technology,1785.93,558.87,1,West,Oregon,2024-04-20
ORD-102304,2023-09-02,CUST-2739,Furniture,881.68,253.4,8,Central,Illinois,2023-09-08
ORD-102305,2023-08-07,CUST-1909,Furniture,1697.62,142.33,3,West,Washington,2023-08-09
ORD-102306,2024-01-29,CUST-2566,Furniture,1506.37,-135.03,4,South,North Carolina,2024-02-05
ORD-102307,2024-11-20,CUST-1659,Technology,1583.38,214.98,8,East,New York,2024-11-24
ORD-102308,2024-06-03,CUST-1763,Technology,1679.67,290.5,2,East,New York,2024-06-08
ORD-102309,2024-09-07,CUST-1827,Technology,1372.89,-33.26,4,South,Tennessee,2024-09-14
ORD-102310,2023-11-18,CUST-2840,Technology,562.8,124.78,7,East,New York,2023-11-21
ORD-102311,2024-09-06,CUST-2321,Office Supplies,1379.25,211.7,2,West,California,2024-09-10
ORD-102312,2024-04-08,CUST-1780,Technology,789.96,43.71,8,West,California,2024-04-14
ORD-102313,2024-03-22,CUST-1522,Furniture,1820.19,-108.74,4,East,Florida,2024-03-28
ORD-102314,2023-10-03,CUST-2748,Office Supplies,967.49,-23.37,9,Central,Illinois,2023-10-06
ORD-102315,2024-09-05,CUST-1746,Technology,1694.89,577.32,4,Central,Texas,2024-09-10
ORD-102316,2023-04-03,CUST-1102,Furniture,202.91,43.2,2,West,Oregon,2023-04-09
ORD-102317,2024-06-21,CUST-1892,Furniture,315.08,-11.43,3,East,Florida,2024-06-24
ORD-102318,2023-08-23,CUST-2785,Technology,349.93,-24.48,10,Central,Illinois,2023-08-27
ORD-102319,2023-02-23,CUST-2775,Office Supplies,1570.54,459.1,3,South,Georgia,2023-02-28
ORD-102320,2023-10-23,CUST-1483,Technology,1885.19,570.68,4,East,Florida,2023-10-28
ORD-102321,2024-09-09,CUST-2673,Technology,153.42,-8.33,9,West,Washington,2024-09-15
ORD-102322,2023-05-08,CUST-1366,Technology,1115.81,73.66,9,East,Florida,2023-05-15
ORD-102323,2023-07-11,CUST-1557,Office Supplies,664.45,-15.08,1,West,California,2023-07-13
ORD-102324,2024-05-27,CUST-1960,Technology,799.74,-19.87,3,West,California,2024-06-01
ORD-102325,2023-09-05,CUST-1571,Furniture,1671.87,264.56,4,South,North Carolina,2023-09-12
ORD-102326,2024-04-10,CUST-2310,Office Supplies,237.55,2.78,1,South,Tennessee,2024-04-12
ORD-102327,2023-03-10,CUST-2636,Furniture,21.14,2.27,7,West,Oregon,2023-03-14
ORD-102328,2024-07-17,CUST-2970,Office Supplies,819.72,111.71,9,South,Tennessee,2024-07-22
ORD-102329,2023-12-29,CUST-1829,Furniture,1163.39,322.18,9,South,North Carolina,2024-01-05
ORD-102330,2024-02-22,CUST-1074,Technology,1718.7,-74.23,2,East,Virginia,2024-02-24
ORD-102331,2024-09-06,CUST-1783,Furniture,248.76,76.34,5,Central,Illinois,2024-09-09
ORD-102332,2024-01-18,CUST-1441,Furniture,984.7,234.0,3,Central,Minnesota,2024-01-19
ORD-102333,2024-04-05,CUST-2329,Furniture,1585.24,375.94,7,South,North Carolina,2024-04-12
ORD-102334,2023-09-08,CUST-1517,Furniture,1803.0,552.89,7,West,California,2023-09-10
ORD-102335,2024-04-22,CUST-1267,Furniture,755.7,-5.96,1,East,Florida,2024-04-28
ORD-102336,2023-09-09,CUST-1108,Furniture,1847.04,60.84,8,South,Georgia,2023-09-11
ORD-102337,2024-01-31,CUST-2681,Office Supplies,174.68,5.64,9,East,New York,2024-02-06
ORD-102338,2024-05-03,CUST-1635,Office Supplies,154.16,7.58,3,East,Florida,2024-05-04
ORD-102339,2023-01-12,CUST-1122,Technology,1493.79,228.12,9,West,Oregon,2023-01-13
ORD-102340,2023-08-12,CUST-1684,Office Supplies,755.11,76.84,8,East,Virginia,2023-08-18
ORD-102341,2023-12-22,CUST-2058,Office Supplies,584.16,-45.03,2,Central,Minnesota,2023-12-27
ORD-102342,2024-03-24,CUST-2364,Office Supplies,878.15,115.29,10,East,Florida,2024-03-31
ORD-102343,2024-06-02,CUST-2352,Office Supplies,1867.24,130.83,8,West,Oregon,2024-06-03
ORD-102344,2024-10-12,CUST-1190,Office Supplies,301.58,94.02,7,West,Oregon,2024-10-15
ORD-102345,2023-10-10,CUST-2952,Technology,102.95,3.74,4,Central,Texas,2023-10-14
ORD-102346,2024-03-04,CUST-1310,Furniture,846.83,230.05,9,Central,Texas,2024-03-09
ORD-102347,2024-08-04,CUST-2758,Technology,21.12,-1.48,5,Central,Texas,2024-08-07
ORD-102348,2024-05-09,CUST-1339,Office Supplies,453.81,141.5,8,West,Washington,2024-05-16
ORD-102349,2023-04-27,CUST-2263,Office Supplies,930.02,283.41,6,South,Georgia,2023-04-28
ORD-102350,2024-04-25,CUST-2667,Office Supplies,1125.97,337.93,6,South,North Carolina,2024-04-28
ORD-102351,2024-10-08,CUST-2710,Office Supplies,1062.88,213.1,10,Central,Minnesota,2024-10-14
ORD-102352,2024-06-16,CUST-1502,Technology,1616.25,404.44,1,Central,Illinois,2024-06-22
ORD-102353,2024-03-20,CUST-2021,Office Supplies,669.74,86.38,7,Central,Illinois,2024-03-24
ORD-102354,2023-02-22,CUST-2687,Technology,1607.31,25.62,9,Central,Illinois,2023-02-27
ORD-102355,2023-08-17,CUST-2853,Technology,1763.88,21.05,2,Central,Texas,2023-08-24
ORD-102356,2024-12-15,CUST-1858,Office Supplies,738.73,172.96,6,East,Virginia,2024-12-20
ORD-102357,2023-11-03,CUST-2901,Office Supplies,341.64,39.81,2,Central,Texas,2023-11-04
ORD-102358,2023-11-18,CUST-1848,Furniture,823.73,77.82,1,East,New York,2023-11-19
ORD-102359,2023-12-08,CUST-2007,Furniture,629.85,74.91,10,West,Washington,2023-12-11
ORD-102360,2023-08-08,CUST-2250,Technology,1701.91,49.2,6,East,New York,2023-08-12
ORD-102361,2023-06-13,CUST-1206,Technology,1195.02,339.31,2,Central,Minnesota,2023-06-18
ORD-102362,2023-01-09,CUST-2913,Office Supplies,868.51,263.56,3,East,Virginia,2023-01-11
ORD-102363,2023-02-22,CUST-2727,Furniture,371.59,-14.84,6,East,Florida,2023-02-23
ORD-102364,2024-11-13,CUST-1676,Technology,100.05,30.19,1,West,Washington,2024-11-18
ORD-102365,2024-08-19,CUST-1393,Technology,1236.44,333.4,7,West,California,2024-08-20
ORD-102366,2024-05-17,CUST-2077,Technology,1194.87,211.43,10,Central,Illinois,2024-05-18
ORD-102367,2023-10-19,CUST-1322,Office Supplies,935.43,265.27,9,West,Washington,2023-10-21
ORD-102368,2023-04-09,CUST-1805,Furniture,463.11,12.81,3,South,North Carolina,2023-04-13
ORD-102369,2024-12-12,CUST-1601,Office Supplies,730.33,94.21,7,East,Florida,2024-12-16
ORD-102370,2024-03-04,CUST-2364,Furniture,1592.63,447.86,4,Central,Texas,2024-03-11
ORD-102371,2023-09-04,CUST-1120,Office Supplies,1412.4,-117.85,2,West,Oregon,2023-09-08
ORD-102372,2023-06-01,CUST-1578,Furniture,269.7,60.75,6,East,Florida,2023-06-02
ORD-102373,2024-08-16,CUST-2904,Office Supplies,973.56,82.21,9,South,Tennessee,2024-08-18
ORD-102374,2024-08-24,CUST-1069,Furniture,435.35,49.17,3,South,Tennessee,2024-08-27
ORD-102375,2024-02-05,CUST-2747,Furniture,150.79,-12.95,7,Central,Minnesota,2024-02-07
ORD-102376,2023-07-11,CUST-2605,Office Supplies,937.74,314.09,6,East,Florida,2023-07-18
ORD-102377,2024-04-05,CUST-2348,Furniture,1495.66,326.54,10,Central,Minnesota,2024-04-07
ORD-102378,2024-12-17,CUST-1513,Furniture,1740.96,-45.47,2,West,California,2024-12-19
ORD-102379,2024-05-13,CUST-2050,Office Supplies,103.21,-3.8,8,West,Oregon,2024-05-16
ORD-102380,2023-10-12,CUST-1018,Office Supplies,377.42,-31.21,6,South,Tennessee,2023-10-14
ORD-102381,2024-12-29,CUST-1988,Office Supplies,758.59,-74.92,4,South,North Carolina,2025-01-01
ORD-102382,2023-08-05,CUST-2523,Office Supplies,1367.1,390.99,5,Central,Minnesota,2023-08-07
ORD-102383,2024-06-27,CUST-2253,Technology,1987.39,349.0,7,East,Virginia,2024-07-01
ORD-102384,2023-02-10,CUST-2547,Furniture,1190.13,36.4,1,South,Tennessee,2023-02-14
ORD-102385,2023-10-19,CUST-2621,Technology,826.53,150.57,8,West,California,2023-10-22
ORD-102386,2024-03-03,CUST-2709,Office Supplies,1152.36,363.44,4,South,North Carolina,2024-03-07
ORD-102387,2024-04-05,CUST-2672,Technology,1785.2,506.06,10,Central,Illinois,2024-04-08
ORD-102388,2023-09-18,CUST-1454,Furniture,28.48,0.09,4,Central,Illinois,2023-09-22
ORD-102389,2024-02-11,CUST-2645,Furniture,114.57,-7.53,9,East,New York,2024-02-12
ORD-102390,2024-07-13,CUST-2627,Office Supplies,1013.47,333.1,5,West,California,2024-07-17
ORD-102391,2024-09-06,CUST-2093,Office Supplies,1003.34,161.62,9,West,California,2024-09-12
ORD-102392,2023-10-22,CUST-1796,Office Supplies,1713.36,542.34,6,West,Washington,2023-10-29
ORD-102393,2023-07-01,CUST-1163,Furniture,416.51,86.75,4,South,Georgia,2023-07-06
ORD-102394,2024-05-06,CUST-1528,Technology,277.16,65.75,5,West,Washington,2024-05-07
ORD-102395,2024-11-18,CUST-2493,Technology,340.49,31.29,6,East,New York,2024-11-21
ORD-102396,2023-04-10,CUST-2123,Office Supplies,632.79,91.15,2,Central,Illinois,2023-04-17
ORD-102397,2023-03-20,CUST-1490,Technology,1709.0,-168.34,5,West,Washington,2023-03-22
ORD-102398,2023-07-03,CUST-2710,Office Supplies,688.31,86.18,8,East,Florida,2023-07-04
ORD-102399,2024-06-07,CUST-1170,Furniture,1342.64,33.88,2,East,Florida,2024-06-08
ORD-102400,2023-12-28,CUST-1512,Office Supplies,1617.07,235.1,1,East,New York,2023-12-30
ORD-102401,2024-09-27,CUST-1700,Technology,1984.4,-53.52,9,West,Washington,2024-10-04
ORD-102402,2024-12-07,CUST-2293,Furniture,967.81,305.95,1,Central,Texas,2024-12-12
ORD-102403,2023-12-15,CUST-2653,Office Supplies,1589.48,150.33,7,East,New York,2023-12-22
ORD-102404,2023-08-06,CUST-2200,Office Supplies,1249.73,146.89,2,Central,Texas,2023-08-08
ORD-102405,2023-08-21,CUST-2141,Furniture,1868.92,469.74,7,South,Georgia,2023-08-28
ORD-102406,2023-11-26,CUST-1927,Technology,414.24,-33.6,1,Central,Minnesota,2023-12-02
ORD-102407,2024-08-07,CUST-2328,Furniture,1975.57,632.7,7,West,California,2024-08-10
ORD-102408,2023-01-08,CUST-2217,Office Supplies,188.75,52.73,9,East,Florida,2023-01-11
ORD-102409,2023-04-30,CUST-2129,Office Supplies,957.39,142.76,6,West,Oregon,2023-05-05
ORD-102410,2023-05-03,CUST-1503,Furniture,1576.57,295.03,9,West,California,2023-05-08
ORD-102411,2024-03-11,CUST-1614,Office Supplies,1720.14,-129.51,3,West,California,2024-03-14
ORD-102412,2024-12-13,CUST-2740,Furniture,1998.58,52.56,2,East,New York,2024-12-16
ORD-102413,2024-06-27,CUST-1833,Technology,1006.61,233.92,1,West,Washington,2024-06-30
ORD-102414,2023-10-19,CUST-2907,Office Supplies,1429.36,416.34,10,West,Oregon,2023-10-22
ORD-102415,2024-09-05,CUST-1541,Furniture,737.81,-42.19,6,West,Washington,2024-09-12
ORD-102416,2023-05-07,CUST-1474,Technology,440.37,114.57,5,South,North Carolina,2023-05-09
ORD-102417,2023-11-15,CUST-1163,Office Supplies,1514.58,470.79,9,East,Virginia,2023-11-22
ORD-102418,2024-08-14,CUST-2347,Furniture,1101.21,339.0,2,South,Tennessee,2024-08-21
ORD-102419,2024-02-18,CUST-1190,Office Supplies,637.55,188.13,6,West,California,2024-02-25
ORD-102420,2023-10-03,CUST-2934,Office Supplies,291.05,-16.75,1,West,California,2023-10-09
ORD-102421,2023-04-20,CUST-2109,Technology,949.06,59.32,5,West,California,2023-04-24
ORD-102422,2023-06-12,CUST-1684,Technology,1792.15,20.45,3,East,Virginia,2023-06-17
ORD-102423,2024-10-26,CUST-1034,Furniture,1736.05,319.22,4,South,Tennessee,2024-10-31
ORD-102424,2024-12-26,CUST-2397,Office Supplies,1480.97,399.83,4,West,Oregon,2024-12-28
ORD-102425,2024-02-22,CUST-2627,Office Supplies,1055.49,24.27,4,South,Georgia,2024-02-23
ORD-102426,2024-05-19,CUST-2365,Furniture,137.56,-0.69,4,Central,Texas,2024-05-24
ORD-102427,2024-06-24,CUST-1842,Office Supplies,289.7,97.97,5,Central,Minnesota,2024-06-27
ORD-102428,2023-10-03,CUST-1860,Furniture,1715.16,-75.31,10,South,North Carolina,2023-10-05
ORD-102429,2024-05-24,CUST-1518,Office Supplies,822.98,-11.5,3,West,Washington,2024-05-25
ORD-102430,2024-08-13,CUST-1509,Technology,1168.8,391.82,1,South,Georgia,2024-08-15
ORD-102431,2023-08-25,CUST-1808,Technology,112.2,-7.57,4,South,Tennessee,2023-08-27
ORD-102432,2023-10-11,CUST-1226,Office Supplies,25.58,-0.14,1,South,North Carolina,2023-10-12
ORD-102433,2024-02-28,CUST-2483,Office Supplies,428.54,-15.01,2,Central,Minnesota,2024-02-29
ORD-102434,2024-01-13,CUST-1563,Furniture,769.87,102.77,4,East,New York,2024-01-16
ORD-102435,2024-10-12,CUST-2363,Office Supplies,790.64,-12.18,4,Central,Texas,2024-10-14
ORD-102436,2024-05-16,CUST-1887,Furniture,886.15,11.92,3,Central,Illinois,2024-05-20
ORD-102437,2023-03-04,CUST-1417,Furniture,1501.68,204.12,2,West,California,2023-03-11
ORD-102438,2023-10-22,CUST-1028,Furniture,573.07,52.59,9,Central,Illinois,2023-10-24
ORD-102439,2023-03-08,CUST-1920,Technology,708.73,134.6,5,East,Florida,2023-03-13
ORD-102440,2024-05-03,CUST-2853,Technology,337.71,-0.25,1,Central,Illinois,2024-05-07
ORD-102441,2023-08-29,CUST-2129,Office Supplies,781.47,268.76,3,East,Florida,2023-09-04
ORD-102442,2023-04-23,CUST-1202,Furniture,754.25,11.06,9,South,Tennessee,2023-04-26
ORD-102443,2023-11-14,CUST-2812,Technology,60.19,9.34,4,East,New York,2023-11-20
ORD-102444,2023-10-17,CUST-2138,Office Supplies,1520.32,305.28,10,Central,Texas,2023-10-20
ORD-102445,2024-06-26,CUST-1305,Technology,1004.13,138.32,6,South,Georgia,2024-06-28
ORD-102446,2024-12-07,CUST-1985,Technology,851.06,45.6,3,East,Virginia,2024-12-14
ORD-102447,2023-04-22,CUST-2425,Furniture,1447.34,131.97,10,Central,Illinois,2023-04-28
ORD-102448,2023-07-24,CUST-2157,Office Supplies,1346.28,447.36,6,East,New York,2023-07-30
ORD-102449,2023-04-09,CUST-1665,Technology,1256.75,377.8,6,East,Florida,2023-04-13
ORD-102450,2024-01-01,CUST-1882,Office Supplies,1074.32,130.98,1,Central,Texas,2024-01-05
ORD-102451,2024-12-07,CUST-1841,Technology,1139.01,-43.68,4,West,Washington,2024-12-08
ORD-102452,2024-04-23,CUST-2394,Office Supplies,1991.99,-134.12,8,East,Virginia,2024-04-27
ORD-102453,2023-05-19,CUST-1074,Furniture,444.78,29.75,1,South,Tennessee,2023-05-21
ORD-102454,2024-08-24,CUST-2822,Furniture,1982.8,375.46,4,West,Washington,2024-08-28
ORD-102455,2023-04-06,CUST-1512,Office Supplies,1231.31,-71.32,9,Central,Texas,2023-04-09
ORD-102456,2024-10-06,CUST-2108,Technology,107.46,22.57,1,Central,Texas,2024-10-13
ORD-102457,2024-05-16,CUST-1204,Technology,1595.53,477.64,9,Central,Texas,2024-05-23
ORD-102458,2024-08-19,CUST-1714,Furniture,569.79,52.53,8,South,North Carolina,2024-08-21
ORD-102459,2024-07-23,CUST-2284,Office Supplies,73.26,-4.11,1,West,Oregon,2024-07-29
ORD-102460,2024-11-14,CUST-2510,Technology,360.7,-10.59,3,Central,Texas,2024-11-17
ORD-102461,2023-07-20,CUST-1125,Office Supplies,411.34,13.47,8,Central,Texas,2023-07-27
ORD-102462,2023-08-20,CUST-2482,Technology,82.35,18.66,6,West,Oregon,2023-08-25
ORD-102463,2024-10-04,CUST-2408,Technology,1672.8,157.78,3,Central,Illinois,2024-10-11
ORD-102464,2024-04-30,CUST-1358,Office Supplies,359.32,-30.25,7,West,California,2024-05-04
ORD-102465,2023-04-22,CUST-1222,Furniture,439.33,-13.54,4,West,Oregon,2023-04-23
ORD-102466,2024-12-17,CUST-2136,Office Supplies,546.96,73.36,9,West,Oregon,2024-12-24
ORD-102467,2024-08-28,CUST-2217,Office Supplies,1775.05,-51.78,10,Central,Minnesota,2024-09-02
ORD-102468,2023-08-09,CUST-1911,Furniture,360.83,99.77,6,East,New York,2023-08-13
ORD-102469,2023-09-24,CUST-2711,Technology,1853.9,480.6,4,Central,Texas,2023-09-29
ORD-102470,2024-02-20,CUST-1186,Office Supplies,1549.66,169.21,2,East,New York,2024-02-23
ORD-102471,2024-12-12,CUST-2944,Technology,474.88,102.16,9,West,California,2024-12-14
ORD-102472,2024-05-05,CUST-1276,Technology,1169.71,271.29,9,South,Georgia,2024-05-09
ORD-102473,2023-07-04,CUST-1103,Office Supplies,1601.91,13.16,10,Central,Texas,2023-07-09
ORD-102474,2024-07-10,CUST-2075,Office Supplies,1087.23,-67.84,2,Central,Texas,2024-07-11
ORD-102475,2023-09-23,CUST-1090,Furniture,1106.84,301.78,8,Central,Minnesota,2023-09-26
ORD-102476,2023-07-30,CUST-1302,Office Supplies,1403.58,-83.9,8,Central,Texas,2023-08-01
ORD-102477,2023-03-15,CUST-2556,Furniture,1275.03,-81.51,8,South,Tennessee,2023-03-19
ORD-102478,2023-06-18,CUST-1067,Technology,1985.65,103.17,1,Central,Illinois,2023-06-24
ORD-102479,2024-11-11,CUST-1171,Furniture,1728.51,389.59,3,West,California,2024-11-17
ORD-102480,2024-10-14,CUST-2951,Technology,183.61,-2.63,8,West,Washington,2024-10-19
ORD-102481,2024-07-05,CUST-2983,Office Supplies,133.35,24.52,1,Central,Minnesota,2024-07-11
ORD-102482,2023-06-03,CUST-2872,Office Supplies,770.51,-37.12,5,Central,Minnesota,2023-06-06
ORD-102483,2023-10-27,CUST-2229,Office Supplies,188.38,50.06,10,West,Oregon,2023-10-30
ORD-102484,2024-07-06,CUST-1156,Technology,992.46,307.28,3,Central,Illinois,2024-07-10
ORD-102485,2023-10-23,CUST-1960,Technology,1580.85,65.37,9,South,North Carolina,2023-10-28
ORD-102486,2024-03-21,CUST-2355,Furniture,107.41,-8.38,4,West,California,2024-03-25
ORD-102487,2024-01-22,CUST-2056,Furniture,696.15,43.62,9,South,Georgia,2024-01-25
ORD-102488,2023-06-03,CUST-1305,Furniture,1134.74,6.93,9,East,New York,2023-06-07
ORD-102489,2023-08-22,CUST-2682,Technology,1329.42,86.14,10,Central,Minnesota,2023-08-25
ORD-102490,2024-01-20,CUST-1962,Technology,1114.04,-91.66,7,West,California,2024-01-26
ORD-102491,2023-08-01,CUST-1942,Office Supplies,1212.16,213.82,6,East,New York,2023-08-03
ORD-102492,2023-01-18,CUST-2753,Office Supplies,1561.66,513.63,3,South,North Carolina,2023-01-25
ORD-102493,2023-05-09,CUST-1250,Furniture,550.27,-43.39,5,West,California,2023-05-10
ORD-102494,2024-06-25,CUST-1535,Office Supplies,1832.17,425.66,5,East,Virginia,2024-06-26
ORD-102495,2024-10-21,CUST-2906,Technology,1897.92,235.91,9,East,Virginia,2024-10-23
ORD-102496,2023-07-18,CUST-1131,Furniture,1532.43,211.08,5,South,Tennessee,2023-07-22
ORD-102497,2023-09-06,CUST-2267,Office Supplies,149.75,31.97,5,South,Georgia,2023-09-08
ORD-102498,2023-06-24,CUST-1629,Furniture,1297.47,259.68,5,South,North Carolina,2023-06-29
ORD-102499,2023-06-12,CUST-1267,Furniture,1761.3,423.44,9,Central,Texas,2023-06-13
ORD-102500,2024-03-17,CUST-1168,Furniture,632.98,158.39,1,West,Washington,2024-03-19
ORD-102501,2024-02-04,CUST-2536,Furniture,791.96,47.2,5,South,Georgia,2024-02-07
ORD-102502,2023-02-13,CUST-1755,Furniture,1581.54,355.06,9,East,New York,2023-02-15
ORD-102503,2024-11-30,CUST-2493,Technology,399.51,115.64,2,Central,Illinois,2024-12-02
ORD-102504,2024-04-26,CUST-1595,Office Supplies,834.16,21.61,10,Central,Illinois,2024-04-30
ORD-102505,2024-06-27,CUST-1754,Technology,1548.63,354.41,9,West,California,2024-07-02
ORD-102506,2024-12-15,CUST-1679,Office Supplies,373.34,127.7,3,East,Virginia,2024-12-20
ORD-102507,2024-04-21,CUST-1076,Furniture,141.83,29.74,1,South,Tennessee,2024-04-26
ORD-102508,2023-10-26,CUST-2566,Furniture,1834.64,-10.97,4,Central,Texas,2023-10-28
ORD-102509,2024-06-22,CUST-1808,Office Supplies,643.85,141.0,4,South,North Carolina,2024-06-25
ORD-102510,2023-05-25,CUST-1931,Office Supplies,198.31,43.65,8,West,Washington,2023-06-01
ORD-102511,2023-05-07,CUST-2215,Technology,1220.78,-12.97,4,West,California,2023-05-12
ORD-102512,2024-05-19,CUST-1462,Technology,821.89,37.28,7,West,Oregon,2024-05-21
ORD-102513,2023-02-05,CUST-2253,Office Supplies,1913.3,599.17,8,West,Washington,2023-02-11
ORD-102514,2023-12-02,CUST-1833,Office Supplies,934.19,117.06,9,West,Washington,2023-12-06
ORD-102515,2023-01-09,CUST-2660,Technology,433.23,-38.14,10,West,Oregon,2023-01-10
ORD-102516,2023-04-20,CUST-2223,Office Supplies,241.79,-10.26,1,East,New York,2023-04-23
ORD-102517,2023-09-08,CUST-2018,Furniture,681.03,127.06,5,East,New York,2023-09-14
ORD-102518,2024-09-02,CUST-2806,Office Supplies,1817.71,568.04,4,South,Tennessee,2024-09-03
ORD-102519,2024-02-06,CUST-1118,Technology,1588.32,-63.11,5,South,North Carolina,2024-02-09
ORD-102520,2024-09-10,CUST-2177,Furniture,1744.27,327.36,2,West,Washington,2024-09-11
ORD-102521,2024-07-06,CUST-1702,Technology,478.07,66.19,10,Central,Texas,2024-07-09
ORD-102522,2023-05-23,CUST-1322,Technology,405.52,108.16,10,East,New York,2023-05-30
ORD-102523,2024-09-08,CUST-1686,Furniture,165.53,17.06,7,West,Oregon,2024-09-13
ORD-102524,2023-03-20,CUST-2755,Office Supplies,1868.88,397.95,5,Central,Illinois,2023-03-21
ORD-102525,2023-05-14,CUST-2698,Furniture,826.35,195.2,1,East,Virginia,2023-05-19
ORD-102526,2023-12-12,CUST-2978,Office Supplies,1872.47,173.95,1,East,Florida,2023-12-14
ORD-102527,2024-06-15,CUST-2598,Technology,250.7,-10.54,1,West,Washington,2024-06-21
ORD-102528,2023-07-17,CUST-1799,Furniture,1050.11,-9.0,10,West,California,2023-07-24
ORD-102529,2023-04-01,CUST-1148,Furniture,784.84,163.41,4,West,California,2023-04-08
ORD-102530,2023-04-13,CUST-1106,Furniture,522.97,27.84,9,Central,Texas,2023-04-15
ORD-102531,2024-07-17,CUST-2735,Furniture,1152.64,136.5,7,East,New York,2024-07-19
ORD-102532,2024-07-28,CUST-2702,Furniture,1249.93,428.43,5,West,Oregon,2024-08-03
ORD-102533,2023-02-11,CUST-2625,Office Supplies,621.93,93.0,8,Central,Texas,2023-02-12
ORD-102534,2023-07-18,CUST-2869,Office Supplies,490.1,141.28,9,Central,Illinois,2023-07-21
ORD-102535,2023-05-20,CUST-2258,Office Supplies,439.68,83.68,2,West,California,2023-05-24
ORD-102536,2023-02-24,CUST-1036,Office Supplies,753.71,159.03,1,South,Georgia,2023-02-25
ORD-102537,2024-06-03,CUST-1592,Furniture,1170.07,-82.87,10,South,North Carolina,2024-06-06
ORD-102538,2023-07-06,CUST-2193,Technology,1990.82,689.53,7,South,Tennessee,2023-07-07
ORD-102539,2024-09-04,CUST-2570,Office Supplies,1255.08,228.03,10,South,North Carolina,2024-09-10
ORD-102540,2024-01-20,CUST-2238,Office Supplies,606.9,90.25,8,South,Georgia,2024-01-27
ORD-102541,2023-04-02,CUST-2186,Furniture,307.46,77.66,10,Central,Illinois,2023-04-07
